# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-s" "2" "-t" "CDS" "-g" "locus_tag" "--countReadPairs" "-a" "results/00_REFERENCE/bakta/reference_filtered.gff3" "-o" "results/04_COUNTS/counts.tsv" "results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam" "results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam" "results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam" "results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam" "results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam" "results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	results/02_MAPPING/CTRL_D1_R1/CTRL_D1_R1.sorted.bam	results/02_MAPPING/CTRL_D1_R2/CTRL_D1_R2.sorted.bam	results/02_MAPPING/CTRL_D1_R3/CTRL_D1_R3.sorted.bam	results/02_MAPPING/PU239_D1_R1/PU239_D1_R1.sorted.bam	results/02_MAPPING/PU239_D1_R2/PU239_D1_R2.sorted.bam	results/02_MAPPING/PU239_D1_R3/PU239_D1_R3.sorted.bam
IODOLM_03856	contig_1	4083629	4084825	-	1197	94	2876	1891	2258	2075	4759
IODOLM_03857	contig_1	4084828	4086009	-	1182	107	3059	2039	2122	1904	4397
IODOLM_03858	contig_1	4086031	4086771	-	741	59	2056	1358	827	785	1754
IODOLM_03859	contig_1	4086768	4087730	-	963	88	4200	2734	1542	1518	3214
IODOLM_03860	contig_1	4088096	4090642	+	2547	1167	41879	24464	11643	10558	26273
IODOLM_03861	contig_1	4090682	4091002	-	321	9	251	101	91	81	172
IODOLM_03862	contig_1	4091465	4091668	+	204	41	1107	606	544	521	1284
IODOLM_03863	contig_1	4091705	4092529	+	825	168	4045	2304	1179	1135	2869
IODOLM_03864	contig_1	4092526	4092993	+	468	68	1372	789	457	461	1107
IODOLM_03865	contig_1	4093042	4093233	+	192	17	329	193	110	108	274
IODOLM_03866	contig_1	4093230	4094126	+	897	63	1156	624	624	605	1373
IODOLM_03867	contig_1	4094126	4094842	+	717	48	788	501	407	405	1033
IODOLM_03868	contig_1	4094926	4097088	+	2163	283	6853	3870	2520	2182	5540
IODOLM_03869	contig_1	4097235	4097999	-	765	1	20	13	27	12	55
IODOLM_03870	contig_1	4098369	4099319	+	951	47	1622	1022	1312	1219	2921
IODOLM_03871	contig_1	4099362	4099742	-	381	4	46	25	62	52	134
IODOLM_03872	contig_1	4099756	4100136	-	381	0	2	2	5	6	20
IODOLM_03873	contig_1	4100231	4101121	-	891	1	209	103	161	169	358
IODOLM_03874	contig_1	4101173	4101640	-	468	7	122	49	452	409	1157
IODOLM_03875	contig_1	4101805	4102674	+	870	32	698	410	548	531	1170
IODOLM_03876	contig_1	4102801	4104636	+	1836	54	1713	1045	874	749	1704
IODOLM_03877	contig_1	4104700	4105320	+	621	77	1965	1247	916	896	1810
IODOLM_03878	contig_1	4105382	4106002	-	621	14	378	178	262	219	485
IODOLM_03879	contig_1	4106113	4107135	+	1023	117	2621	1606	1387	1178	2814
IODOLM_03880	contig_1	4107143	4107943	+	801	69	2195	1376	812	786	1749
IODOLM_03881	contig_1	4108019	4108918	+	900	24	690	393	771	621	1363
IODOLM_03882	contig_1	4108806	4109759	-	954	28	869	454	1176	993	2030
IODOLM_03883	contig_1	4109996	4112257	+	2262	19	760	402	3708	3277	7666
IODOLM_03884	contig_1	4112297	4113112	-	816	25	697	406	2035	1635	4136
IODOLM_03885	contig_1	4113374	4114135	+	762	62	3798	2489	1673	1778	2614
IODOLM_03886	contig_1	4114276	4115703	+	1428	29	690	406	421	387	805
IODOLM_03887	contig_1	4115798	4116553	+	756	76	2745	1632	1520	1425	3038
IODOLM_03888	contig_1	4116567	4117172	+	606	52	1798	1086	809	703	1506
IODOLM_03889	contig_1	4117169	4118809	+	1641	165	3830	2544	1475	1332	2877
IODOLM_03890	contig_1	4118888	4119157	+	270	154	3287	1786	1176	1114	2366
IODOLM_03891	contig_1	4119161	4119676	+	516	123	2791	1913	1210	1185	2574
IODOLM_03892	contig_1	4119679	4120455	+	777	64	2517	1570	1163	1030	2224
IODOLM_03893	contig_1	4120497	4121279	+	783	39	720	512	375	338	804
IODOLM_03894	contig_1	4121276	4121764	-	489	7	202	121	383	376	1023
IODOLM_03895	contig_1	4121931	4123424	+	1494	113	3001	1783	2123	2052	4789
IODOLM_03896	contig_1	4123470	4124171	+	702	159	3554	1984	1754	1622	3814
IODOLM_03897	contig_1	4124552	4125715	-	1164	11	209	179	238	228	538
IODOLM_03898	contig_1	4125725	4127914	-	2190	3	243	164	401	418	906
IODOLM_03899	contig_1	4128104	4129435	+	1332	205	5436	3359	2163	1828	4315
IODOLM_03900	contig_1	4129435	4130049	+	615	29	954	574	373	337	837
IODOLM_03901	contig_1	4130088	4131539	+	1452	85	2072	1224	1038	890	2021
IODOLM_03902	contig_1	4131551	4132096	+	546	33	781	482	308	281	640
IODOLM_03903	contig_1	4133661	4133915	+	255	68827	1779	2191	3175	149	642
IODOLM_03904	contig_1	4137849	4138376	-	528	33	618	340	109	108	255
IODOLM_03905	contig_1	4138358	4138942	-	585	23	549	313	170	159	390
IODOLM_03906	contig_1	4139012	4139281	+	270	63	2584	1255	555	564	1027
IODOLM_03907	contig_1	4139358	4140344	+	987	116	3459	1938	1161	1177	2329
IODOLM_03908	contig_1	4140361	4140987	+	627	148	3441	1755	1591	1531	3492
IODOLM_03909	contig_1	4141142	4142572	+	1431	3	94	66	185	142	429
IODOLM_03910	contig_1	4142613	4143545	-	933	5	165	89	104	89	212
IODOLM_03911	contig_1	4143665	4143850	-	186	0	1	1	1	5	5
IODOLM_03912	contig_1	4143909	4146695	+	2787	406	10727	6735	2190	2170	4722
IODOLM_03913	contig_1	4147076	4147708	-	633	67	2159	1081	801	823	1653
IODOLM_03914	contig_1	4148290	4148799	+	510	51	1856	1009	874	864	1904
IODOLM_03915	contig_1	4148988	4150361	+	1374	147	4256	2585	1245	1109	2532
IODOLM_03916	contig_1	4150590	4150700	-	111	59	1014	539	673	720	1752
IODOLM_03917	contig_1	4150812	4152221	-	1410	82	2295	1409	996	790	2144
IODOLM_03918	contig_1	4152233	4153282	-	1050	35	1112	641	671	545	1440
IODOLM_03919	contig_1	4153568	4154977	-	1410	242	9227	5544	6948	5422	12752
IODOLM_03920	contig_1	4155350	4157173	+	1824	1169	36600	24083	22355	21726	41780
IODOLM_03921	contig_1	4157390	4158100	+	711	4	44	32	44	38	82
IODOLM_03922	contig_1	4158108	4159088	+	981	3	46	30	73	43	147
IODOLM_03923	contig_1	4159190	4160455	+	1266	2	38	17	45	41	132
IODOLM_03924	contig_1	4160546	4161238	-	693	0	5	4	25	8	71
IODOLM_03925	contig_1	4161306	4162709	-	1404	6	158	104	167	149	321
IODOLM_03926	contig_1	4162752	4164137	-	1386	0	45	28	45	52	112
IODOLM_03927	contig_1	4164183	4166219	-	2037	2	91	49	110	75	211
IODOLM_03928	contig_1	4166386	4166661	+	276	6	162	90	273	237	628
IODOLM_03929	contig_1	4166706	4167083	+	378	15	179	100	183	206	407
IODOLM_03930	contig_1	4167195	4168121	-	927	0	4	3	10	10	29
IODOLM_03931	contig_1	4168235	4169476	-	1242	1	92	41	40	34	76
IODOLM_03932	contig_1	4169493	4170371	-	879	1	19	15	8	12	32
IODOLM_03933	contig_1	4170395	4171291	-	897	0	10	6	20	12	29
IODOLM_03934	contig_1	4171459	4172355	+	897	15	209	120	96	82	243
IODOLM_03935	contig_1	4172389	4173174	+	786	18	293	177	342	319	700
IODOLM_03936	contig_1	4173273	4173872	+	600	34	732	336	604	544	1367
IODOLM_03937	contig_1	4173866	4174738	+	873	23	519	316	601	506	1273
IODOLM_03938	contig_1	4174735	4175172	+	438	58	903	521	417	406	953
IODOLM_03939	contig_1	4175217	4176158	+	942	81	1692	948	762	650	1644
IODOLM_03940	contig_1	4176569	4176676	+	108	0	4	1	13	15	41
IODOLM_03941	contig_1	4177011	4177229	+	219	0	3	4	3	2	6
IODOLM_03942	contig_1	4177447	4177689	+	243	7	85	50	77	70	179
IODOLM_03943	contig_1	4178019	4178948	-	930	51	1945	1128	1620	1489	3580
IODOLM_03944	contig_1	4178945	4179580	-	636	30	773	389	1698	1550	4040
IODOLM_03945	contig_1	4179577	4180479	-	903	44	1048	628	3143	2887	6591
IODOLM_03946	contig_1	4180492	4183542	-	3051	161	5209	2871	12625	11620	27942
IODOLM_03947	contig_1	4183736	4184569	+	834	58	1534	860	666	582	1495
IODOLM_03948	contig_1	4184722	4185777	+	1056	0	34	17	35	34	87
IODOLM_03949	contig_1	4185827	4187575	-	1749	2	56	22	51	47	108
IODOLM_03950	contig_1	4187575	4188645	-	1071	4	109	69	73	53	138
IODOLM_03951	contig_1	4188635	4190086	-	1452	0	32	17	31	25	65
IODOLM_03952	contig_1	4190097	4190543	-	447	1	4	2	9	7	15
IODOLM_03953	contig_1	4190844	4191158	-	315	0	8	4	7	7	12
IODOLM_03954	contig_1	4191168	4191992	-	825	1	27	15	29	19	69
IODOLM_03955	contig_1	4192443	4193702	-	1260	1	23	16	23	24	46
IODOLM_03956	contig_1	4193699	4195168	-	1470	3	27	17	23	13	43
IODOLM_03957	contig_1	4195456	4196292	+	837	3	35	20	35	24	64
IODOLM_03958	contig_1	4196276	4197214	+	939	4	42	18	29	26	62
IODOLM_03959	contig_1	4197211	4198245	-	1035	4	121	88	83	87	203
IODOLM_03960	contig_1	4198530	4199150	+	621	109	4446	2511	7062	5899	11491
IODOLM_03961	contig_1	4199410	4200393	+	984	18	198	99	103	90	181
IODOLM_03962	contig_1	4200542	4201216	+	675	28	496	298	222	236	532
IODOLM_03963	contig_1	4201322	4202695	-	1374	257	5049	2996	2320	2061	4965
IODOLM_03964	contig_1	4202692	4203390	-	699	107	3419	2033	2220	1960	4348
IODOLM_03965	contig_1	4203540	4204040	+	501	622	17004	8542	15129	13711	25493
IODOLM_03966	contig_1	4204189	4205091	+	903	121	3740	2115	1333	1168	2786
IODOLM_03967	contig_1	4205037	4205141	-	105	0	2	0	6	5	9
IODOLM_03968	contig_1	4205272	4206234	+	963	570	16450	9482	8816	8065	17077
IODOLM_03969	contig_1	4206554	4207543	+	990	74	1041	519	752	520	1366
IODOLM_03970	contig_1	4207650	4208405	+	756	5	149	65	173	111	332
IODOLM_03971	contig_1	4208460	4209227	-	768	360	10767	5976	8485	7797	15271
IODOLM_03972	contig_1	4209335	4209934	-	600	12	236	182	125	85	221
IODOLM_03973	contig_1	4210035	4210475	+	441	27	651	372	202	157	434
IODOLM_03974	contig_1	4210687	4210986	+	300	16	511	295	532	513	1171
IODOLM_03975	contig_1	4211013	4211441	+	429	17	909	531	829	852	1715
IODOLM_03976	contig_1	4211446	4212192	-	747	34	1069	682	880	643	1560
IODOLM_03977	contig_1	4212289	4213299	-	1011	22	852	456	578	542	1203
IODOLM_03978	contig_1	4213434	4214942	-	1509	25	935	645	576	557	1181
IODOLM_03979	contig_1	4214965	4215810	-	846	16	684	420	244	293	429
IODOLM_03980	contig_1	4216241	4216480	+	240	144	4301	2426	2397	2278	4837
IODOLM_03981	contig_1	4216565	4217050	-	486	268	5312	2340	1887	1904	4725
IODOLM_03982	contig_1	4217143	4218069	-	927	17	489	315	419	436	1129
IODOLM_03983	contig_1	4218136	4219467	-	1332	99	4051	2450	13706	16036	35983
IODOLM_03984	contig_1	4219477	4220007	-	531	25	999	574	4672	5253	14059
IODOLM_03985	contig_1	4220100	4220954	-	855	30	1456	923	1184	994	2282
IODOLM_03986	contig_1	4221151	4222176	-	1026	24	864	502	646	639	1304
IODOLM_03987	contig_1	4222332	4224530	-	2199	36	1301	826	1678	1329	3418
IODOLM_03988	contig_1	4224733	4224945	+	213	121	5734	3942	7800	6404	19208
IODOLM_03989	contig_1	4225006	4225614	-	609	54	1286	630	888	710	1551
IODOLM_03990	contig_1	4225798	4226115	-	318	119	2574	1210	2029	1855	3914
IODOLM_03991	contig_1	4226392	4227552	+	1161	77	1552	815	1760	1539	3716
IODOLM_03992	contig_1	4227555	4229987	+	2433	117	3892	2312	3906	3130	7830
IODOLM_03993	contig_1	4230336	4231226	+	891	80	1804	924	488	418	957
IODOLM_03994	contig_1	4231555	4233735	+	2181	166	4831	2372	2040	1773	4137
IODOLM_03995	contig_1	4233828	4234733	+	906	18	598	315	315	241	580
IODOLM_03996	contig_1	4234760	4235377	-	618	2	23	7	22	15	34
IODOLM_03997	contig_1	4235652	4236755	-	1104	13	274	169	288	321	609
IODOLM_03998	contig_1	4236766	4237428	-	663	1	50	32	44	41	85
IODOLM_03999	contig_1	4237440	4239941	-	2502	0	51	30	26	29	58
IODOLM_04000	contig_1	4240250	4241329	+	1080	1	32	29	18	15	43
IODOLM_04001	contig_1	4241344	4241664	+	321	0	10	8	6	6	19
IODOLM_04002	contig_1	4241715	4244012	+	2298	10	204	128	137	108	307
IODOLM_04003	contig_1	4243978	4244856	+	879	3	103	53	34	29	84
IODOLM_04004	contig_1	4244858	4245199	+	342	0	30	16	14	19	32
IODOLM_04005	contig_1	4245186	4246037	-	852	3	145	73	153	121	303
IODOLM_04006	contig_1	4246252	4247985	-	1734	77	3053	2225	2499	2607	4797
IODOLM_04007	contig_1	4248167	4250818	-	2652	737	38719	25953	10012	9673	19648
IODOLM_04008	contig_1	4251416	4252567	-	1152	129	3164	1945	1362	1218	2773
IODOLM_04009	contig_1	4252721	4253725	+	1005	37	945	541	1150	963	2424
IODOLM_04010	contig_1	4253733	4254509	+	777	31	573	327	896	749	1991
IODOLM_04011	contig_1	4254570	4255943	+	1374	31	1251	724	1847	1541	3885
IODOLM_04012	contig_1	4256210	4257127	+	918	184	5418	2942	2407	2087	5109
IODOLM_04013	contig_1	4257110	4258510	-	1401	57	1219	560	1862	2107	5134
IODOLM_04014	contig_1	4258787	4259491	+	705	68	1649	933	1502	1337	3091
IODOLM_04015	contig_1	4259491	4259850	+	360	44	1211	731	1122	1127	2262
IODOLM_04016	contig_1	4259890	4260990	-	1101	115	2577	1520	1244	1173	2777
IODOLM_04017	contig_1	4261359	4263203	+	1845	77	2492	1558	1601	1553	3337
IODOLM_04018	contig_1	4263148	4264005	+	858	49	1310	805	376	346	729
IODOLM_04019	contig_1	4265566	4265820	+	255	68296	1722	2168	3159	146	644
IODOLM_04020	contig_1	4268095	4268214	+	120	34837	7207	4832	3819	147	580
IODOLM_04021	contig_1	4269777	4270805	+	1029	118	3080	1714	886	849	1821
IODOLM_04022	contig_1	4270802	4271767	+	966	99	2449	1429	415	397	792
IODOLM_04023	contig_1	4271796	4272722	-	927	32	1051	581	506	480	964
IODOLM_04024	contig_1	4272803	4273069	-	267	0	2	1	16	4	26
IODOLM_04025	contig_1	4273663	4274847	+	1185	740	33388	21090	43968	38694	81178
IODOLM_04026	contig_1	4275077	4275460	+	384	285	10285	6003	5475	4674	10665
IODOLM_04027	contig_1	4275462	4276007	+	546	525	12605	7607	6806	6352	13984
IODOLM_04028	contig_1	4276166	4276594	+	429	307	7510	5122	39109	34186	72752
IODOLM_04029	contig_1	4276598	4277302	+	705	608	16706	11008	77199	69564	148262
IODOLM_04030	contig_1	4277715	4278212	+	498	1171	25150	15510	64267	57298	127938
IODOLM_04031	contig_1	4278279	4278644	+	366	599	18855	12147	51290	46491	93538
IODOLM_04032	contig_1	4278964	4282992	+	4029	2873	92651	67118	103326	98776	236565
IODOLM_04033	contig_1	4283069	4287292	+	4224	1627	51650	38171	112778	103099	227847
IODOLM_04034	contig_1	4287505	4288044	+	540	3	63	45	104	100	264
IODOLM_04035	contig_1	4288454	4289587	-	1134	12	221	152	168	137	349
IODOLM_04036	contig_1	4289584	4290354	-	771	4	145	105	72	75	206
IODOLM_04037	contig_1	4290356	4290556	-	201	1	17	30	7	8	31
IODOLM_04038	contig_1	4290540	4291295	-	756	0	124	80	64	62	197
IODOLM_04039	contig_1	4291288	4291923	-	636	3	130	76	68	59	169
IODOLM_04040	contig_1	4291923	4293818	-	1896	17	657	380	534	445	1405
IODOLM_04041	contig_1	4294051	4294527	-	477	84	1577	768	1167	1260	3069
IODOLM_04042	contig_1	4294622	4295395	+	774	47	1326	825	1154	938	2095
IODOLM_04043	contig_1	4295435	4296499	+	1065	92	3089	1893	1428	1381	3132
IODOLM_04044	contig_1	4296509	4297180	+	672	41	1570	985	1050	840	2044
IODOLM_04045	contig_1	4297223	4297813	+	591	60	1609	959	1009	947	1942
IODOLM_04046	contig_1	4298000	4298272	+	273	125	2809	1656	3644	3339	6761
IODOLM_04047	contig_1	4298345	4298980	+	636	17	266	145	483	368	848
IODOLM_04048	contig_1	4298982	4299407	-	426	0	28	9	184	163	425
IODOLM_04049	contig_1	4299410	4299538	-	129	0	0	0	0	0	1
IODOLM_04050	contig_1	4299645	4301042	+	1398	22	263	149	157	151	358
IODOLM_04051	contig_1	4301039	4302364	+	1326	36	574	358	271	252	589
IODOLM_04052	contig_1	4302361	4303650	-	1290	17	653	562	1181	1157	2048
IODOLM_04053	contig_1	4303662	4305251	-	1590	14	664	604	1541	1562	3087
IODOLM_04054	contig_1	4307053	4307307	+	255	43388	1386	1723	2319	117	458
IODOLM_04055	contig_1	4310953	4311336	+	384	0	11	7	30	16	56
IODOLM_04056	contig_1	4311399	4311842	-	444	10	152	68	59	77	213
IODOLM_04057	contig_1	4311999	4312928	+	930	28	716	333	487	405	839
IODOLM_04058	contig_1	4313197	4314798	+	1602	334	12475	7526	15854	18816	34101
IODOLM_04059	contig_1	4314828	4316132	+	1305	491	24299	15236	16467	20703	34895
IODOLM_04060	contig_1	4316315	4318051	+	1737	185	10024	6536	4218	5009	8701
IODOLM_04061	contig_1	4318020	4320206	-	2187	0	8	10	11	10	28
IODOLM_04062	contig_1	4320523	4321347	-	825	39	1205	653	708	739	1477
IODOLM_04063	contig_1	4321547	4325230	+	3684	267	6325	4093	1557	1509	3452
IODOLM_04064	contig_1	4325450	4327081	+	1632	12	511	268	593	519	1173
IODOLM_04065	contig_1	4327172	4327861	-	690	2	131	83	143	121	260
IODOLM_04066	contig_1	4328073	4328945	+	873	56	1609	953	350	355	806
IODOLM_04067	contig_1	4329078	4329350	-	273	19	464	265	383	393	874
IODOLM_04068	contig_1	4329603	4330952	-	1350	32	1477	907	506	502	1200
IODOLM_04069	contig_1	4331477	4333126	+	1650	308	10207	5773	7179	6150	13273
IODOLM_04070	contig_1	4333625	4333867	+	243	6	53	27	13	6	24
IODOLM_04071	contig_1	4333981	4334619	+	639	0	3	3	7	6	12
IODOLM_04072	contig_1	4334616	4335353	+	738	0	1	0	7	5	9
IODOLM_04073	contig_1	4335353	4337449	+	2097	10	181	125	302	253	721
IODOLM_04074	contig_1	4338044	4338454	+	411	59	2150	1054	701	747	1677
IODOLM_04075	contig_1	4338498	4339973	-	1476	1	115	58	130	89	245
IODOLM_04076	contig_1	4340345	4341235	-	891	2	140	72	149	131	314
IODOLM_04077	contig_1	4341250	4342794	-	1545	1	61	33	61	44	154
IODOLM_04078	contig_1	4342948	4344138	-	1191	1	55	29	72	56	147
IODOLM_04079	contig_1	4344231	4344326	-	96	0	1	0	1	1	6
IODOLM_04080	contig_1	4344503	4345618	+	1116	0	14	10	26	15	54
IODOLM_04081	contig_1	4345690	4347030	+	1341	4	147	67	144	141	277
IODOLM_04082	contig_1	4347273	4348193	+	921	13	379	141	73	73	153
IODOLM_04083	contig_1	4348168	4348320	-	153	0	27	13	84	64	167
IODOLM_04084	contig_1	4348422	4348616	+	195	0	0	0	3	1	2
IODOLM_04085	contig_1	4348674	4350002	+	1329	1	11	8	18	12	37
IODOLM_04086	contig_1	4350225	4350722	+	498	23	579	288	365	377	890
IODOLM_04087	contig_1	4350735	4351607	+	873	32	1199	648	609	628	1448
IODOLM_04088	contig_1	4351762	4354185	-	2424	119	4296	2844	1698	1588	3569
IODOLM_04089	contig_1	4354356	4354724	+	369	25	518	271	344	324	734
IODOLM_04090	contig_1	4354834	4355442	+	609	137	2940	1491	1847	1635	4230
IODOLM_04091	contig_1	4355515	4356840	+	1326	33	711	411	588	562	1450
IODOLM_04092	contig_1	4356956	4357165	+	210	337	9725	3905	4612	3569	8268
IODOLM_04093	contig_1	4357207	4357722	-	516	15	790	440	295	281	723
IODOLM_04094	contig_1	4358040	4358294	+	255	0	3	3	3	6	10
IODOLM_04095	contig_1	4358318	4359025	+	708	3	17	11	32	27	60
IODOLM_04096	contig_1	4359388	4360425	+	1038	94	2497	1531	810	785	1806
IODOLM_04097	contig_1	4360559	4360801	+	243	30	662	299	310	285	672
IODOLM_04098	contig_1	4360967	4361950	-	984	44	1970	1152	1407	1333	2838
IODOLM_04099	contig_1	4362033	4363448	+	1416	193	5018	3173	2148	1889	4550
IODOLM_04100	contig_1	4363501	4364580	+	1080	52	1468	949	1416	1415	3072
IODOLM_04101	contig_1	4364833	4366026	+	1194	127	3647	2089	1370	1433	3071
IODOLM_04102	contig_1	4366528	4366731	-	204	0	0	0	15	18	23
IODOLM_04103	contig_1	4367133	4367846	+	714	5	121	81	652	664	1340
IODOLM_04104	contig_1	4367957	4368373	+	417	182	3092	1731	1627	1472	3419
IODOLM_04105	contig_1	4368377	4368733	+	357	106	2112	1307	825	863	1905
IODOLM_04106	contig_1	4368768	4371590	-	2823	426	11183	6524	5777	4945	12427
IODOLM_04107	contig_1	4371844	4372380	+	537	149	3162	1421	1883	1748	3945
IODOLM_04108	contig_1	4372479	4372760	-	282	315	10695	5396	5991	5015	12408
IODOLM_04109	contig_1	4373190	4374776	+	1587	20	325	180	266	243	582
IODOLM_04110	contig_1	4374779	4375102	-	324	6	174	87	351	303	633
IODOLM_04111	contig_1	4375188	4375652	+	465	22	521	210	477	452	1127
IODOLM_04112	contig_1	4376198	4377547	+	1350	3	434	418	2499	2217	4378
IODOLM_04113	contig_1	4377699	4379348	+	1650	0	0	0	0	0	0
IODOLM_04114	contig_1	4379502	4380794	-	1293	0	0	0	0	0	0
IODOLM_04115	contig_1	4380972	4382621	-	1650	0	0	0	0	0	0
IODOLM_04116	contig_1	4382618	4382932	-	315	0	0	0	0	0	0
IODOLM_04117	contig_1	4383132	4385090	-	1959	0	0	0	0	0	0
IODOLM_04118	contig_1	4385483	4386919	+	1437	0	0	0	0	0	0
IODOLM_04119	contig_1	4386964	4387197	+	234	0	0	0	0	0	0
IODOLM_04120	contig_1	4387231	4387506	+	276	7	133	91	241	230	530
IODOLM_04121	contig_1	4387551	4387928	+	378	11	210	140	233	247	532
IODOLM_04122	contig_1	4388029	4388307	+	279	3	80	45	128	146	311
IODOLM_04123	contig_1	4388304	4388975	+	672	6	93	64	198	137	370
IODOLM_04124	contig_1	4388972	4389928	+	957	3	146	75	236	203	588
IODOLM_04125	contig_1	4390044	4391666	+	1623	10	174	71	118	108	293
IODOLM_04126	contig_1	4391659	4392042	+	384	1	45	20	15	29	50
IODOLM_04127	contig_1	4392039	4392635	+	597	1	63	26	34	27	79
IODOLM_04128	contig_1	4392977	4394290	+	1314	64	1358	806	1265	1237	2597
IODOLM_04129	contig_1	4394821	4395510	-	690	39	984	569	423	372	861
IODOLM_04130	contig_1	4395604	4397751	-	2148	41	1200	670	2429	2338	5079
IODOLM_04131	contig_1	4397949	4399415	-	1467	0	47	18	71	43	115
IODOLM_04132	contig_1	4399412	4401463	-	2052	1	55	12	24	38	80
IODOLM_04133	contig_1	4401463	4402494	-	1032	0	4	4	12	12	29
IODOLM_04134	contig_1	4402513	4402788	-	276	0	1	0	0	2	5
IODOLM_04135	contig_1	4402997	4404982	-	1986	0	13	3	24	14	49
IODOLM_04136	contig_1	4405255	4406184	-	930	3	87	63	79	70	138
IODOLM_04137	contig_1	4406168	4406863	-	696	1	43	25	34	35	108
IODOLM_04138	contig_1	4406874	4407854	-	981	1	15	12	33	23	57
IODOLM_04139	contig_1	4407833	4409365	-	1533	0	18	10	24	16	63
IODOLM_04140	contig_1	4409492	4410427	-	936	1	52	31	57	50	144
IODOLM_04141	contig_1	4410486	4411376	-	891	25	769	413	377	409	686
IODOLM_04142	contig_1	4411735	4412184	+	450	7	139	80	36	37	76
IODOLM_04143	contig_1	4412253	4412582	+	330	8	209	126	158	133	407
IODOLM_04144	contig_1	4412729	4413487	-	759	6	360	178	190	149	418
IODOLM_04145	contig_1	4413489	4413923	-	435	8	204	110	134	116	279
IODOLM_04146	contig_1	4413910	4414467	-	558	0	29	11	25	17	52
IODOLM_04147	contig_1	4414467	4415603	-	1137	2	21	13	20	13	49
IODOLM_04148	contig_1	4415600	4416280	-	681	0	10	6	21	14	30
IODOLM_04149	contig_1	4416391	4417149	-	759	0	7	3	10	5	15
IODOLM_04150	contig_1	4417146	4417991	-	846	0	8	2	9	7	22
IODOLM_04151	contig_1	4417984	4419048	-	1065	0	9	9	8	7	20
IODOLM_04152	contig_1	4419048	4419632	-	585	0	1	3	7	11	11
IODOLM_04153	contig_1	4419629	4420081	-	453	0	0	0	2	3	2
IODOLM_04154	contig_1	4420082	4420807	-	726	0	3	2	3	3	12
IODOLM_04155	contig_1	4420828	4421196	-	369	0	1	0	3	2	10
IODOLM_04156	contig_1	4421721	4422737	-	1017	1	14	5	17	10	26
IODOLM_04157	contig_1	4422762	4423550	-	789	1	6	3	9	8	34
IODOLM_04158	contig_1	4423683	4424126	-	444	29	723	448	683	567	1419
IODOLM_04159	contig_1	4424784	4425119	-	336	15	985	753	769	806	1926
IODOLM_04160	contig_1	4425520	4427748	+	2229	4	162	96	315	326	774
IODOLM_04161	contig_1	4427745	4428623	+	879	6	37	25	87	92	231
IODOLM_04162	contig_1	4428887	4430389	+	1503	1446	52156	32959	28413	27656	61034
IODOLM_04163	contig_1	4430501	4430590	+	90	34	1178	753	631	683	1628
IODOLM_04164	contig_1	4430566	4431666	-	1101	23	707	417	300	279	647
IODOLM_04165	contig_1	4431667	4432335	-	669	19	538	299	198	188	460
IODOLM_04166	contig_1	4432332	4433975	-	1644	3	97	62	63	73	175
IODOLM_04167	contig_1	4434079	4435416	-	1338	1	91	57	549	419	1339
IODOLM_04168	contig_1	4435553	4436314	-	762	1	40	30	1910	1647	4995
IODOLM_04169	contig_1	4436639	4438909	-	2271	4	147	80	146	136	281
IODOLM_04170	contig_1	4439105	4440013	-	909	10	366	216	116	152	200
IODOLM_04171	contig_1	4440296	4441651	+	1356	5	156	115	198	151	391
IODOLM_04172	contig_1	4441766	4443175	+	1410	7	219	124	175	160	411
IODOLM_04173	contig_1	4443314	4443943	-	630	13	385	185	111	114	281
IODOLM_04174	contig_1	4444065	4445711	-	1647	0	33	35	100	104	206
IODOLM_04175	contig_1	4445789	4447129	-	1341	0	52	34	177	167	363
IODOLM_04176	contig_1	4447700	4448419	-	720	5	203	130	186	193	377
IODOLM_04177	contig_1	4448416	4450047	-	1632	20	767	479	343	319	780
IODOLM_04178	contig_1	4450228	4450458	+	231	3	58	30	110	84	286
IODOLM_04179	contig_1	4450470	4450742	+	273	2	69	38	191	151	403
IODOLM_04180	contig_1	4450969	4451265	+	297	0	6	0	74	62	186
IODOLM_04181	contig_1	4451293	4451466	+	174	0	5	0	21	20	54
IODOLM_04182	contig_1	4451585	4453102	-	1518	146	5179	3758	3001	3329	6548
IODOLM_04183	contig_1	4453339	4454796	-	1458	9	163	118	116	118	277
IODOLM_04184	contig_1	4454855	4457002	-	2148	2	64	32	69	73	186
IODOLM_04185	contig_1	4457082	4458416	-	1335	0	22	7	24	18	58
IODOLM_04186	contig_1	4458781	4460319	-	1539	15	479	284	390	382	940
IODOLM_04187	contig_1	4461118	4461693	-	576	133	4108	2365	2666	2309	5086
IODOLM_04188	contig_1	4461730	4463427	-	1698	129	4876	3186	1186	1046	2518
