locus_tag	Gene	Product	COG_category	KEGG_Pathway
IODOLM_03945	fdoH	formate dehydrogenase O subunit beta	C	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
IODOLM_03946		Formate dehydrogenase-N subunit alpha	C	ko00630,ko00680,ko01100,ko01120,ko01200,ko02020,map00630,map00680,map01100,map01120,map01200,map02020
IODOLM_03947	fdhD	Sulfur carrier protein FdhD	J	-
IODOLM_03960		Superoxide dismutase [Mn]	P	ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016
IODOLM_03961		2-keto-3-deoxygluconate permease	U	-
IODOLM_03962	yiiM	Protein YiiM	S	-
IODOLM_03963		histidine kinase	T	ko01503,ko02020,map01503,map02020
IODOLM_03964	cpxR	Transcriptional regulatory protein CpxR	K	ko01503,ko02020,map01503,map02020
IODOLM_03966	fieF	CDF family cation-efflux transporter FieF	P	-
IODOLM_03968		ATP-dependent 6-phosphofructokinase isozyme 1	F	ko00010,ko00030,ko00051,ko00052,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko03018,ko04152,ko05230,map00010,map00030,map00051,map00052,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map03018,map04152,map05230
IODOLM_03969	sbp	sulfate/thiosulfate ABC transporter substrate-binding protein Sbp	P	ko00920,ko02010,map00920,map02010
IODOLM_03972		DUF1454 domain-containing protein	S	-
IODOLM_03973		DUF805 domain-containing protein	S	-
IODOLM_03974		DUF406 domain-containing protein	S	-
IODOLM_03978		Glycerol kinase	F	ko00561,ko01100,ko03320,ko04626,map00561,map01100,map03320,map04626
IODOLM_03979	glpF	glycerol uptake facilitator protein GlpF	G	-
IODOLM_03980	zapB	Cell division protein ZapB	D	-
IODOLM_03981		4-hydroxy-4-methyl-2-oxoglutarate aldolase	H	-
IODOLM_03983	hslU	ATP-dependent protease ATPase subunit HslU	O	-
IODOLM_03984	hslV	ATP-dependent protease subunit HslV	O	-
IODOLM_03987		Primosomal protein N'	L	ko03440,map03440
IODOLM_03988		Large ribosomal subunit protein bL31	J	ko03010,map03010
IODOLM_03991		Cystathionine gamma-synthase	E	ko00270,ko00450,ko00920,ko01100,ko01110,ko01130,ko01230,map00270,map00450,map00920,map01100,map01110,map01130,map01230
IODOLM_03993		5,10-methylenetetrahydrofolate reductase	E	ko00670,ko00720,ko01100,ko01120,ko01200,ko01523,map00670,map00720,map01100,map01120,map01200,map01523
IODOLM_03994		Catalase-peroxidase	P	ko00360,ko00380,ko00940,ko00983,ko01100,ko01110,map00360,map00380,map00940,map00983,map01100,map01110
IODOLM_03995	yijE	cystine transporter YijE	EG	-
IODOLM_04003		Pyruvate formate-lyase 2-activating enzyme	O	-
IODOLM_04007		Phosphoenolpyruvate carboxylase	H	ko00620,ko00680,ko00710,ko00720,ko01100,ko01120,ko01200,map00620,map00680,map00710,map00720,map01100,map01120,map01200
IODOLM_04008		Acetylornithine deacetylase	E	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
IODOLM_04009		N-acetyl-gamma-glutamyl-phosphate reductase	E	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
IODOLM_04010		acetylglutamate kinase	F	ko00220,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map01100,map01110,map01130,map01210,map01230
IODOLM_04011		Bifunctional protein ArgHA	E	ko00220,ko00250,ko01100,ko01110,ko01130,ko01210,ko01230,map00220,map00250,map01100,map01110,map01130,map01210,map01230
IODOLM_04012	oxyR	DNA-binding transcriptional regulator OxyR	K	ko02026,map02026
IODOLM_04013		Soluble pyridine nucleotide transhydrogenase	C	ko00760,ko01100,map00760,map01100
IODOLM_04016		tRNA/tmRNA (uracil-C(5))-methyltransferase	J	-
IODOLM_04017		Vitamin B12 receptor protein	P	-
IODOLM_04018		Glutamate racemase	M	ko00471,ko01100,map00471,map01100
IODOLM_04021		UDP-N-acetylenolpyruvoylglucosamine reductase	M	ko00520,ko00550,ko01100,map00520,map00550,map01100
IODOLM_04022	birA	Bifunctional ligase/repressor BirA	K	ko00780,ko01100,map00780,map01100
IODOLM_04023		Pantothenate kinase	F	ko00770,ko01100,map00770,map01100
IODOLM_04024		hypothetical protein		
IODOLM_04025		Elongation factor Tu 1	J	-
IODOLM_04026	secE	Protein translocase subunit SecE	U	ko02024,ko03060,ko03070,map02024,map03060,map03070
IODOLM_04027	nusG	Transcription termination/antitermination protein NusG	K	-
IODOLM_04028		Large ribosomal subunit protein uL11	J	ko03010,map03010
IODOLM_04029		Large ribosomal subunit protein uL1	J	ko03010,map03010
IODOLM_04030		50S ribosomal protein L10	J	ko03010,map03010
IODOLM_04031		Large ribosomal subunit protein bL12	J	ko03010,map03010
IODOLM_04032		DNA-directed RNA polymerase subunit beta	K	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020
IODOLM_04033		DNA-directed RNA polymerase subunit beta'	K	ko00230,ko00240,ko01100,ko03020,map00230,map00240,map01100,map03020
IODOLM_04034	yjaZ	Protein YjaZ	-	-
IODOLM_04036	thiG	thiazole synthase	H	ko00730,ko01100,map00730,map01100
IODOLM_04043		Uroporphyrinogen decarboxylase	H	ko00860,ko01100,ko01110,map00860,map01100,map01110
IODOLM_04045		DUF416 domain-containing protein	S	-
IODOLM_04046		DNA-binding protein HU-beta	L	-
IODOLM_04047	yjaH	Uncharacterized protein YjaH	S	-
IODOLM_04048		Zinc resistance-associated protein	NPTU	ko02020,map02020
IODOLM_04050	zraS	Sensor histidine kinase ZraS	T	ko02020,map02020
IODOLM_04051		Two-component system response regulator	K	ko02020,map02020
IODOLM_04052		Phosphoribosylamine--glycine ligase	F	ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130
IODOLM_04053	purH	Bifunctional purine biosynthesis protein PurH	F	ko00230,ko00670,ko01100,ko01110,ko01130,ko01523,map00230,map00670,map01100,map01110,map01130,map01523
IODOLM_04055		hypothetical protein	S	-
IODOLM_04058		Malate synthase	H	ko00620,ko00630,ko01100,ko01110,ko01120,ko01200,map00620,map00630,map01100,map01110,map01120,map01200
IODOLM_04060		Isocitrate dehydrogenase kinase/phosphatase	F	-
IODOLM_04062	iclR	Transcriptional repressor IclR	K	-
IODOLM_04063		Methionine synthase	H	ko00270,ko00450,ko00670,ko01100,ko01110,ko01230,map00270,map00450,map00670,map01100,map01110,map01230
IODOLM_04064	yjbB	Uncharacterized protein YjbB	P	-
IODOLM_04066	rluF	Dual-specificity RNA pseudouridine synthase RluF	J	-
IODOLM_04068		Aspartokinase	E	ko00260,ko00261,ko00270,ko00300,ko01100,ko01110,ko01120,ko01130,ko01210,ko01230,map00260,map00261,map00270,map00300,map01100,map01110,map01120,map01130,map01210,map01230
IODOLM_04070		hypothetical protein	S	-
IODOLM_04073		Lipoprotein	M	-
IODOLM_04074	psiE	Protein PsiE	S	-
IODOLM_04082		Maltose operon periplasmic protein	S	-
IODOLM_04083		hypothetical protein		
IODOLM_04087		4-hydroxybenzoate octaprenyltransferase	H	ko00130,ko01100,ko01110,map00130,map01100,map01110
IODOLM_04088		Glycerol-3-phosphate acyltransferase	I	ko00561,ko00564,ko01100,ko01110,map00561,map00564,map01100,map01110
IODOLM_04090	lexA	LexA repressor	K	-
IODOLM_04092	yjbJ	UPF0337 protein YjbJ	S	-
IODOLM_04093		Zinc uptake regulation protein	P	ko02024,map02024
IODOLM_04096		tRNA-dihydrouridine(20/20a) synthase	J	-
IODOLM_04097		hypothetical protein	S	-
IODOLM_04099	dnaB	Replicative DNA helicase DnaB	L	ko03030,ko04112,map03030,map04112
IODOLM_04101	tyrB	aromatic amino acid transaminase	E	ko00270,ko00350,ko00360,ko00400,ko00401,ko00950,ko00960,ko01100,ko01110,ko01130,ko01230,map00270,map00350,map00360,map00400,map00401,map00950,map00960,map01100,map01110,map01130,map01230
IODOLM_04102	yjbS	Uncharacterized protein YjbS	-	-
IODOLM_04103		Class B acid phosphatase	S	ko00740,ko01100,map00740,map01100
IODOLM_04104		Secondary thiamine-phosphate synthase enzyme	S	-
IODOLM_04105	yjbR	Uncharacterized protein YjbR	S	-
IODOLM_04106		UvrABC system protein A	L	ko03420,map03420
IODOLM_04107	ssb1	single-stranded DNA-binding protein SSB1	L	ko03030,ko03430,ko03440,map03030,map03430,map03440
IODOLM_04108	yjcB	YjcB protein	S	-
IODOLM_04110	soxS	Regulatory protein SoxS	K	-
IODOLM_04112	ghxP	guanine/hypoxanthine transporter GhxP	S	-
IODOLM_04120	tnp	IS1 family IS1A transposase ORF A	L	-
IODOLM_04122		hypothetical protein	C	-
IODOLM_04123		Cytochrome c nitrite reductase, Fe-S protein	C	-
IODOLM_04124	nrfD	Protein NrfD	P	-
IODOLM_04129	yjcO	Sel1-repeat-containing protein YjcO	S	-
IODOLM_04130		Formate dehydrogenase-H subunit alpha	C	ko00630,ko00680,ko01100,ko01120,ko01200,map00630,map00680,map01100,map01120,map01200
IODOLM_04141	alsR	als operon DNA-binding transcriptional repressor AlsR	K	-
IODOLM_04142	rpiB	bifunctional allose-6-phosphate isomerase/ribose-5-phosphate isomerase RpiB	G	ko00030,ko00051,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00051,map00710,map01100,map01110,map01120,map01130,map01200,map01230
IODOLM_04160		Dynamin-type G domain-containing protein	S	-
IODOLM_04161	yjcZ	Uncharacterized protein YjcZ	S	-
IODOLM_04162		Major facilitator superfamily (MFS) profile domain-containing protein	EGP	-
IODOLM_04163	pmrR	LpxT activity modulator PmrR		
IODOLM_04164	basS	Sensor protein BasS	T	ko01503,ko02020,ko02024,map01503,map02020,map02024
IODOLM_04165	basR	two-component system response regulator BasR	K	ko01503,ko02020,map01503,map02020
IODOLM_04167		Arginine/agmatine antiporter	E	-
IODOLM_04168	adiY	DNA-binding transcriptional activator AdiY	K	-
IODOLM_04170	melR	Transcriptional regulator MelR	K	-
IODOLM_04173		DUF2238 domain-containing protein	S	-
IODOLM_04174	fumB	class I fumarate hydratase	C	ko00020,ko00620,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,map00020,map00620,map00720,map01100,map01110,map01120,map01130,map01200
IODOLM_04175	dcuB	anaerobic C4-dicarboxylate transporter DcuB	S	ko02020,map02020
IODOLM_04177	dcuS	Sensor histidine kinase DcuS	T	ko02020,map02020
IODOLM_04178		Divergent 4Fe-4S mono-cluster domain-containing protein	S	-
IODOLM_04179	yjdJ	Uncharacterized protein YjdJ	S	-
IODOLM_04180	ghoS	type V toxin-antitoxin system endoribonuclease antitoxin GhoS		
IODOLM_04181	ghoT	type V toxin-antitoxin system toxin GhoT	S	-
IODOLM_04184	cadA	lysine decarboxylase CadA	E	ko00310,ko00330,ko00960,ko01100,ko01110,map00310,map00330,map00960,map01100,map01110
IODOLM_04187	yjdC	HTH-type transcriptional regulator YjdC	K	-
IODOLM_04188	dsbD	protein-disulfide reductase DsbD	CO	-
IODOLM_04190	dcuA	anaerobic C4-dicarboxylate transporter DcuA	S	-
IODOLM_04191		Aspartate ammonia-lyase	E	ko00250,ko01100,map00250,map01100
IODOLM_04192	fxsA	UPF0716 protein FxsA	S	-
IODOLM_04193	yjeH	L-methionine/branched-chain amino acid exporter YjeH	E	-
IODOLM_04194		Co-chaperonin GroES	O	-
IODOLM_04195		Chaperonin GroEL	O	ko03018,ko04212,ko04940,ko05134,ko05152,map03018,map04212,map04940,map05134,map05152
IODOLM_04196		Membrane protein	S	-
IODOLM_04197	yjeJ	Uncharacterized protein YjeJ	S	-
IODOLM_04198		L-lysine 2,3-aminomutase	C	ko00310,map00310
IODOLM_04199		Elongation factor P	J	-
IODOLM_04201		Entericidin B	S	-
IODOLM_04203	blc	lipocalin Blc	M	-
IODOLM_04205		Fumarate reductase subunit D	C	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020
IODOLM_04206		Fumarate reductase subunit C	C	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020
IODOLM_04207	frdB	fumarate reductase iron-sulfur protein	C	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020
IODOLM_04208		Fumarate reductase flavoprotein subunit	C	ko00020,ko00190,ko00620,ko00650,ko00720,ko01100,ko01110,ko01120,ko01130,ko01200,ko02020,map00020,map00190,map00620,map00650,map00720,map01100,map01110,map01120,map01130,map01200,map02020
IODOLM_04209		Elongation factor P--(R)-beta-lysine ligase	J	-
IODOLM_04211	yjeN	Uncharacterized protein YjeN	-	-
IODOLM_04213	mscM	Miniconductance mechanosensitive channel MscM	M	-
IODOLM_04214		Phosphatidylserine decarboxylase proenzyme	I	ko00564,ko01100,ko01110,map00564,map01100,map01110
IODOLM_04215	rsgA	Small ribosomal subunit biogenesis GTPase RsgA	J	ko00730,ko01100,map00730,map01100
IODOLM_04218		Epoxyqueuosine reductase	C	-
IODOLM_04219		Bifunctional NAD(P)H-hydrate repair enzyme Nnr	H	-
IODOLM_04220	tsaE	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	S	-
IODOLM_04221		N-acetylmuramoyl-L-alanine amidase	M	ko01503,map01503
IODOLM_04222	mutL	DNA mismatch repair protein MutL	L	ko03430,map03430
IODOLM_04223		tRNA dimethylallyltransferase	J	ko00908,ko01100,ko01110,map00908,map01100,map01110
IODOLM_04225	hflX	GTPase HflX	J	-
IODOLM_04226	hflK	Modulator of FtsH protease HflK	O	-
IODOLM_04229		Adenylosuccinate synthetase	F	ko00230,ko00250,ko01100,map00230,map00250,map01100
IODOLM_04230	nsrR	HTH-type transcriptional repressor NsrR	K	ko05132,map05132
IODOLM_04231		Ribonuclease R	J	ko03018,map03018
IODOLM_04236	yjfL	UPF0719 inner membrane protein YjfL	S	-
IODOLM_04237	yjfM	Uncharacterized protein YjfM	S	-
IODOLM_04240	yjfN	protease activator YjfN	S	-
IODOLM_04241		YdgH/BhsA/McbA-like domain-containing protein	S	-
IODOLM_04243	ulaR	HTH-type transcriptional regulator UlaR	K	-
IODOLM_04244	ulaG	putative L-ascorbate-6-phosphate lactonase UlaG	S	ko00053,ko01100,ko01120,map00053,map01100,map01120
IODOLM_04251		YdgH/BhsA/McbA-like domain-containing protein	S	-
IODOLM_04252		Small ribosomal subunit protein bS6	J	ko03010,map03010
IODOLM_04253		Primosomal replication protein N	L	ko03440,map03440
IODOLM_04254		Small ribosomal subunit protein bS18	J	ko03010,map03010
IODOLM_04255		Large ribosomal subunit protein bL9	J	ko03010,map03010
IODOLM_04256	yjfZ	Uncharacterized protein YjfZ	S	-
IODOLM_04257	nicS	HTH-type transcriptional repressor NicS C-terminal domain-containing protein	K	-
IODOLM_04259	fklB	FKBP-type peptidyl-prolyl cis-trans isomerase	O	-
IODOLM_04261	ytfE	Iron-sulfur cluster repair protein YtfE	D	-
IODOLM_04262	rhtA	Threonine/homoserine exporter RhtA	EG	-
IODOLM_04266	cysQ	3'(2'),5'-bisphosphate nucleotidase CysQ	P	ko00920,ko01100,ko01120,ko01130,map00920,map01100,map01120,map01130
IODOLM_04267	ytfI	Uncharacterized protein YtfI	-	-
IODOLM_04268	ytfJ	YtfJ family protein	S	-
IODOLM_04269		DUF1107 domain-containing protein	S	-
IODOLM_04270		Polyamine export protein	P	-
IODOLM_04274	ytfP	Gamma-glutamylcyclotransferase family protein ytfP	S	-
IODOLM_04275	chpS	type II toxin-antitoxin system antitoxin ChpS	K	-
IODOLM_04276	chpB	Endoribonuclease toxin ChpB	T	-
IODOLM_04278	ytfQ	galactofuranose ABC transporter substrate-binding protein YtfQ	G	-
IODOLM_04279	ytfR	Galactofuranose transporter ATP-binding protein YtfR	P	ko02010,map02010
IODOLM_04281	tnp	IS3 family IS150 transposase ORF A	L	-
IODOLM_04282		Integrase catalytic domain-containing protein	L	-
IODOLM_04283		ABC transporter permease	G	ko02010,map02010
IODOLM_04284	yjfF	Sugar ABC transporter permease YjfF	G	ko02010,map02010
IODOLM_04286		UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase	M	-
IODOLM_04287	darP	Dual-action ribosomal maturation protein DarP	S	-
IODOLM_04288	pmbA	Metalloprotease PmbA	S	-
IODOLM_04289		Soluble cytochrome b562	C	-
IODOLM_04294	treR	HTH-type transcriptional regulator TreR	K	-
IODOLM_04295		Magnesium-transporting ATPase, P-type 1	P	-
IODOLM_04297		Aspartate carbamoyltransferase regulatory chain	F	ko00240,ko00250,ko01100,map00240,map00250,map01100
IODOLM_04298		Aspartate carbamoyltransferase catalytic subunit	F	ko00240,ko00250,ko01100,map00240,map00250,map01100
IODOLM_04299	ridA	RidA family protein	J	-
IODOLM_04300		Enoyl-[acyl-carrier-protein] reductase [NADPH]	IQ	ko00061,ko00333,ko00780,ko01040,ko01100,ko01130,ko01212,map00061,map00333,map00780,map01040,map01100,map01130,map01212
IODOLM_04304		Ornithine carbamoyltransferase subunit I	E	ko00220,ko01100,ko01110,ko01130,ko01230,map00220,map01100,map01110,map01130,map01230
IODOLM_04305		Regulator of ribonuclease activity B	S	-
IODOLM_04308		Valine--tRNA ligase	J	ko00970,map00970
IODOLM_04309		DNA polymerase III, chi subunit	L	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440
IODOLM_04310		putative cytosol aminopeptidase	E	ko00480,ko01100,map00480,map01100
IODOLM_04311	lptF	Lipopolysaccharide export system permease protein LptF	S	ko02010,map02010
IODOLM_04312	lptG	Lipopolysaccharide export system permease protein LptG	S	ko02010,map02010
IODOLM_04313	yjgR	Uncharacterized protein YjgR	S	-
IODOLM_04314	idnR	DNA-binding transcriptional regulator IdnR	K	-
IODOLM_04315	idnT	gnt-II system L-idonate transporter	P	-
IODOLM_04316		Short-chain alcohol dehydrogenase	IQ	-
IODOLM_04317	idnD	L-idonate 5-dehydrogenase	E	-
IODOLM_04318		Thermosensitive gluconokinase	F	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200
IODOLM_04319	ahr	NADPH-dependent aldehyde reductase Ahr	C	-
IODOLM_04320		hypothetical protein		
IODOLM_04321		Integrase	L	-
IODOLM_04322	tnp	IS3 family IS2 transposase ORF A	L	-
IODOLM_04323	tnp	IS3 family IS2 transposase ORF B	L	-
IODOLM_04324		hypothetical protein	S	ko00540,map00540
IODOLM_04325		hypothetical protein	S	ko00540,map00540
IODOLM_04327	tnp	IS4 family IS4 transposase	L	-
IODOLM_04328	nanX	Sialic acid transporter NanX	P	-
IODOLM_04329		2,7-anhydro-N-acetylneuraminate hydratase	S	-
IODOLM_04331		Surface-adhesin protein E-like domain-containing protein	S	-
IODOLM_04332		Transposase	L	-
IODOLM_04333	tnp	IS30 family IS30 transposase	L	-
IODOLM_04341	fecB	Fe(3+) dicitrate ABC transporter substrate-binding protein FecB	P	ko02010,map02010
IODOLM_04342	fecA	Fe(3+) dicitrate transport protein FecA	P	-
IODOLM_04343	fecR	Ferric citrate uptake sigma factor regulator FecR	PT	-
IODOLM_04344	fecI	RNA polymerase sigma factor FecI	K	-
IODOLM_04346	yjhU	Uncharacterized transcriptional regulator YjhU	K	-
IODOLM_04347		Gluconate permease	P	-
IODOLM_04348	yjhG	xylonate dehydratase YjhG	E	ko00040,map00040
IODOLM_04349	yagE	Putative 2-dehydro-3-deoxy-D-gluconate aldolase YagE	EM	ko00040,ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00040,map00261,map00300,map01100,map01110,map01120,map01130,map01230
IODOLM_04350	yjhI	Uncharacterized HTH-type transcriptional regulator YjhI	K	-
IODOLM_04353	sgcA	Putative phosphotransferase IIA component SgcA	G	ko00052,ko00053,ko01100,ko01120,ko02060,map00052,map00053,map01100,map01120,map02060
IODOLM_04354	sgcQ	BtpA family protein SgcQ	S	-
IODOLM_04355		Putative permease IIC component	G	ko00052,ko01100,ko02060,map00052,map01100,map02060
IODOLM_04356	sgcB	Putative phosphotransferase enzyme IIB component SgcB	G	ko00052,ko01100,ko02060,map00052,map01100,map02060
IODOLM_04357	sgcX	Putative aminopeptidase SgcX	G	-
IODOLM_04358		Trans-aconitate methyltransferase	J	-
IODOLM_04359	yjhQ	Uncharacterized N-acetyltransferase YjhQ	S	-
IODOLM_04361		hypothetical protein	L	-
IODOLM_04362		putative 9-O-acetyl-N-acetylneuraminic acid deacetylase	S	-
IODOLM_04363	nanM	N-acetylneuraminate epimerase	M	-
IODOLM_04364	nanC	N-acetylneuraminic acid outer membrane channel NanC	M	-
IODOLM_04365	tnp	IS4 family IS10R transposase	L	-
IODOLM_04366		Phosphoglycerol transferase I (Phosphatidylglycerol--membrane-oligosaccharide glycerophosphotransferase)	M	ko01100,map01100
IODOLM_04367	yjjA	Uncharacterized protein YjjA	S	-
IODOLM_04368	dnaC	Replicative helicase loader DnaC	L	-
IODOLM_04369		Primosomal protein 1	L	ko03440,map03440
IODOLM_04371		Threonine/serine exporter-like N-terminal domain-containing protein	S	-
IODOLM_04374		Ferric siderophore reductase	S	-
IODOLM_04375		DUF1435 domain-containing protein	S	-
IODOLM_04376		Ribosomal RNA small subunit methyltransferase C	J	-
IODOLM_04377		DNA polymerase III subunit psi	L	ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440
IODOLM_04381	osmY	Osmotically inducible protein OsmY	S	-
IODOLM_04382	ytjA	UPF0391 membrane protein YtjA	S	-
